type        entry_flag  entry_name                              entry_disp                              version                 latest                  release         support         web_regexp                                                                                                                                      web_path                                                                                                                                        web_tstamp                                      web_size        web_status      iso_path                                                                                iso_tstamp                                      iso_size        iso_volume                                  rmk_path                                                                                rmk_tstamp                                      rmk_size        rmk_volume                                  ldr_initrd                                                                              ldr_kernel                                                                              cfg_path                                                                                cfg_tstamp                                      lnk_path                                                                                create_flag 
liveinst    o           debian-live-13-standard                 Debian%2013%20Live%20standard           debian-13.0             debian-13.0             2025-08-09      2028-08-09      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.[0-9.]*-amd64-standard.iso                              -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-13.2.0-amd64-standard.iso                        -                                               -               -                                           :_DIRS_RMAK_:/debian-live-13.2.0-amd64-standard_preseed.iso                             -                                               -               -                                           :_DIRS_LOAD_:/debian-live-13-standard/install/initrd.gz                                 :_DIRS_LOAD_:/debian-live-13-standard/install/vmlinuz                                   :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             -                                               -                                                                                       -           
liveinst    o           debian-live-testing-standard            Debian%20testing%20Live%20standard      debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-standard.iso                                   -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-standard.iso                       -                                               -               -                                           :_DIRS_RMAK_:/debian-live-testing-amd64-standard_preseed.iso                            -                                               -               -                                           :_DIRS_LOAD_:/debian-live-testing-standard/install/initrd.gz                            :_DIRS_LOAD_:/debian-live-testing-standard/install/vmlinuz                              :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             -                                               -                                                                                       -           
liveinst    L           debian-live-11-gnome                    Debian%2011%20Live%20gnome              debian-11.0             debian-11.0             2021-08-14      2024-08-15      https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live-11.[0-9.]*-amd64-gnome.iso                     -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-11.11.0-amd64-gnome.iso                          -                                               -               -                                           :_DIRS_RMAK_:/debian-live-11.11.0-amd64-gnome_preseed.iso                               -                                               -               -                                           :_DIRS_LOAD_:/debian-live-11-gnome/d-i/initrd.gz                                        :_DIRS_LOAD_:/debian-live-11-gnome/d-i/vmlinuz                                          :_DIRS_CONF_:/preseed/ps_debian_desktop_old.cfg                                         -                                               -                                                                                       -           
liveinst    o           debian-live-12-gnome                    Debian%2012%20Live%20gnome              debian-12.0             debian-12.0             2023-06-10      2026-06-10      https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.[0-9.]*-amd64-gnome.iso                        -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-12.12.0-amd64-gnome.iso                          -                                               -               -                                           :_DIRS_RMAK_:/debian-live-12.12.0-amd64-gnome_preseed.iso                               -                                               -               -                                           :_DIRS_LOAD_:/debian-live-12-gnome/install/initrd.gz                                    :_DIRS_LOAD_:/debian-live-12-gnome/install/vmlinuz                                      :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             -                                               -                                                                                       -           
liveinst    o           debian-live-13-gnome                    Debian%2013%20Live%20gnome              debian-13.0             debian-13.0             2025-08-09      2028-08-09      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.[0-9.]*-amd64-gnome.iso                                 -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-13.2.0-amd64-gnome.iso                           -                                               -               -                                           :_DIRS_RMAK_:/debian-live-13.2.0-amd64-gnome_preseed.iso                                -                                               -               -                                           :_DIRS_LOAD_:/debian-live-13-gnome/install/initrd.gz                                    :_DIRS_LOAD_:/debian-live-13-gnome/install/vmlinuz                                      :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             -                                               -                                                                                       -           
liveinst    o           debian-live-testing-gnome               Debian%20testing%20Live%20gnome         debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-gnome.iso                                      -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-gnome.iso                          -                                               -               -                                           :_DIRS_RMAK_:/debian-live-testing-amd64-gnome_preseed.iso                               -                                               -               -                                           :_DIRS_LOAD_:/debian-live-testing-gnome/install/initrd.gz                               :_DIRS_LOAD_:/debian-live-testing-gnome/install/vmlinuz                                 :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             -                                               -                                                                                       -           
liveinst    L           debian-live-11-lxde                     Debian%2011%20Live%20lxde               debian-11.0             debian-11.0             2021-08-14      2024-08-15      https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live-11.[0-9.]*-amd64-lxde.iso                      -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-11.11.0-amd64-lxde.iso                           -                                               -               -                                           :_DIRS_RMAK_:/debian-live-11.11.0-amd64-lxde_preseed.iso                                -                                               -               -                                           :_DIRS_LOAD_:/debian-live-11-lxde/d-i/initrd.gz                                         :_DIRS_LOAD_:/debian-live-11-lxde/d-i/vmlinuz                                           :_DIRS_CONF_:/preseed/ps_debian_desktop_old.cfg                                         -                                               -                                                                                       -           
liveinst    o           debian-live-12-lxde                     Debian%2012%20Live%20lxde               debian-12.0             debian-12.0             2023-06-10      2026-06-10      https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.[0-9.]*-amd64-lxde.iso                         -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-12.12.0-amd64-lxde.iso                           -                                               -               -                                           :_DIRS_RMAK_:/debian-live-12.12.0-amd64-lxde_preseed.iso                                -                                               -               -                                           :_DIRS_LOAD_:/debian-live-12-lxde/install/initrd.gz                                     :_DIRS_LOAD_:/debian-live-12-lxde/install/vmlinuz                                       :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             -                                               -                                                                                       -           
liveinst    o           debian-live-13-lxde                     Debian%2013%20Live%20lxde               debian-13.0             debian-13.0             2025-08-09      2028-08-09      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.[0-9.]*-amd64-lxde.iso                                  -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-13.2.0-amd64-lxde.iso                            -                                               -               -                                           :_DIRS_RMAK_:/debian-live-13.2.0-amd64-lxde_preseed.iso                                 -                                               -               -                                           :_DIRS_LOAD_:/debian-live-13-lxde/install/initrd.gz                                     :_DIRS_LOAD_:/debian-live-13-lxde/install/vmlinuz                                       :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             -                                               -                                                                                       -           
liveinst    o           debian-live-testing-lxde                Debian%20testing%20Live%20lxde          debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-lxde.iso                                       -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-lxde.iso                           -                                               -               -                                           :_DIRS_RMAK_:/debian-live-testing-amd64-lxde_preseed.iso                                -                                               -               -                                           :_DIRS_LOAD_:/debian-live-testing-lxde/install/initrd.gz                                :_DIRS_LOAD_:/debian-live-testing-lxde/install/vmlinuz                                  :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             -                                               -                                                                                       -           
liveinst    L           ubuntu-desktop-20.04                    Ubuntu%2020.04%20Desktop                ubuntu-20.04            ubuntu-20.04            2020-04-23      2025-05-29      https://releases.ubuntu.com/20.04/ubuntu-20.04[0-9.]*-desktop-amd64.iso                                                                         -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-20.04.6-desktop-amd64.iso                             -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-20.04.6-desktop-amd64_preseed.iso                                  -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-20.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-20.04/casper/vmlinuz                                       :_DIRS_CONF_:/preseed/ps_ubiquity_desktop_old.cfg                                       -                                               -                                                                                       -           
liveinst    S           ubuntu-desktop-22.04                    Ubuntu%2022.04%20Desktop                ubuntu-22.04            ubuntu-22.04            2022-04-21      2027-06-01      https://releases.ubuntu.com/22.04/ubuntu-22.04[0-9.]*-desktop-amd64.iso                                                                         -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-22.04.5-desktop-amd64.iso                             -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-22.04.5-desktop-amd64_preseed.iso                                  -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-22.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-22.04/casper/vmlinuz                                       :_DIRS_CONF_:/preseed/ps_ubiquity_desktop_old.cfg                                       -                                               -                                                                                       -           
liveinst    o           ubuntu-desktop-24.04                    Ubuntu%2024.04%20Desktop                ubuntu-24.04            ubuntu-24.04            2024-04-25      2029-05-31      https://releases.ubuntu.com/24.04/ubuntu-24.04[0-9.]*-desktop-amd64.iso                                                                         -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-24.04.3-desktop-amd64.iso                             -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-24.04.3-desktop-amd64_nocloud.iso                                  -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-24.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-24.04/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/ubuntu_desktop                                                    -                                               -                                                                                       -           
liveinst    L           ubuntu-desktop-24.10                    Ubuntu%2024.10%20Desktop                ubuntu-24.10            ubuntu-24.10            2024-10-10      2025-07-xx      https://releases.ubuntu.com/24.10/ubuntu-24.10[0-9.]*-desktop-amd64.iso                                                                         -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-24.10-desktop-amd64.iso                               -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-24.10-desktop-amd64_nocloud.iso                                    -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-24.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-24.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/ubuntu_desktop                                                    -                                               -                                                                                       -           
liveinst    o           ubuntu-desktop-25.04                    Ubuntu%2025.04%20Desktop                ubuntu-25.04            ubuntu-25.04            2025-04-17      2026-01-xx      https://releases.ubuntu.com/25.04/ubuntu-25.04[0-9.]*-desktop-amd64.iso                                                                         -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.04-desktop-amd64.iso                               -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-25.04-desktop-amd64_nocloud.iso                                    -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-25.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.04/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/ubuntu_desktop                                                    -                                               -                                                                                       -           
liveinst    o           ubuntu-desktop-25.10                    Ubuntu%2025.10%20Desktop                ubuntu-25.10            ubuntu-25.10            20xx-xx-xx      20xx-xx-xx      https://releases.ubuntu.com/25.10/ubuntu-25.10[0-9.]*-desktop-amd64.iso                                                                         -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.10-desktop-amd64.iso                               -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-25.10-desktop-amd64_nocloud.iso                                    -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/ubuntu_desktop                                                    -                                               -                                                                                       -           
liveinst    =           ubuntu-desktop-25.10-beta               Ubuntu%2025.10%20Desktop                ubuntu-25.10            ubuntu-25.10            20xx-xx-xx      20xx-xx-xx      https://releases.ubuntu.com/25.10/ubuntu-25.10[0-9.]*-beta-desktop-amd64.iso                                                                    -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.10-beta-desktop-amd64.iso                          -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-25.10-beta-desktop-amd64_nocloud.iso                               -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/ubuntu_desktop                                                    -                                               -                                                                                       -           
liveinst    x           ubuntu-desktop-25.10-snapshot           Ubuntu%2025.10%20Desktop                ubuntu-25.10            ubuntu-25.10            20xx-xx-xx      20xx-xx-xx      http://ubuntutym2.u-toyama.ac.jp/ubuntu-dvd/25.10/snapshot-4/ubuntu-25.10-snapshot[0-9]*-desktop-amd64.iso                                      -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.10-snapshot4-desktop-amd64.iso                     -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-25.10-snapshot4-desktop-amd64_nocloud.iso                          -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/ubuntu_desktop                                                    -                                               -                                                                                       -           
liveinst    x           ubuntu-desktop-25.10-daily-build        Ubuntu%2025.10%20Desktop                ubuntu-25.10            ubuntu-25.10            20xx-xx-xx      20xx-xx-xx      https://cdimage.ubuntu.com/daily-live/current/questing-desktop-amd64.iso                                                                        -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/ubuntu/questing-desktop-amd64.iso                                   -                                               -               -                                           :_DIRS_RMAK_:/questing-desktop-amd64_nocloud.iso                                        -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/ubuntu_desktop                                                    -                                               -                                                                                       -           
liveinst    m           menu-entry                              %20                                     -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
live        m           menu-entry                              Live%20media%20Live%20mode              -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
live        L           debian-live-11-standard                 Debian%2011%20Live%20standard           debian-11.0             debian-11.0             2021-08-14      2024-08-15      https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live-11.[0-9.]*-amd64-standard.iso                  -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-11.11.0-amd64-standard.iso                       -                                               -               -                                           :_DIRS_RMAK_:/debian-live-11.11.0-amd64-standard_preseed.iso                            -                                               -               -                                           :_DIRS_LOAD_:/debian-live-11-standard/live/initrd.img-5.10.0-32-amd64                   :_DIRS_LOAD_:/debian-live-11-standard/live/vmlinuz-5.10.0-32-amd64                      :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        =           debian-live-12-standard                 Debian%2012%20Live%20standard           debian-12.0             debian-12.0             2023-06-10      2026-06-10      https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.[0-9.]*-amd64-standard.iso                     -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-12.12.0-amd64-standard.iso                       -                                               -               -                                           :_DIRS_RMAK_:/debian-live-12.12.0-amd64-standard_preseed.iso                            -                                               -               -                                           :_DIRS_LOAD_:/debian-live-12-standard/live/initrd.img-6.1.0-39-amd64                    :_DIRS_LOAD_:/debian-live-12-standard/live/vmlinuz-6.1.0-39-amd64                       :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        =           debian-live-13-standard                 Debian%2013%20Live%20standard           debian-13.0             debian-13.0             2025-08-09      2028-08-09      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.[0-9.]*-amd64-standard.iso                              -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-13.2.0-amd64-standard.iso                        -                                               -               -                                           :_DIRS_RMAK_:/debian-live-13.1.0-amd64-standard_preseed.iso                             -                                               -               -                                           :_DIRS_LOAD_:/debian-live-13-standard/live/initrd.img-6.12.43+deb13-amd64               :_DIRS_LOAD_:/debian-live-13-standard/live/vmlinuz-6.12.43+deb13-amd64                  :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        =           debian-live-testing-standard            Debian%20testing%20Live%20standard      debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-standard.iso                                   -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-standard.iso                       -                                               -               -                                           :_DIRS_RMAK_:/debian-live-testing-amd64-standard_preseed.iso                            -                                               -               -                                           :_DIRS_LOAD_:/debian-live-testing-standard/live/initrd.img-6.16.12+deb14+1-amd64        :_DIRS_LOAD_:/debian-live-testing-standard/live/vmlinuz-6.16.12+deb14+1-amd64           :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        L           debian-live-11-gnome                    Debian%2011%20Live%20gnome              debian-11.0             debian-11.0             2021-08-14      2024-08-15      https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live-11.[0-9.]*-amd64-gnome.iso                     -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-11.11.0-amd64-gnome.iso                          -                                               -               -                                           :_DIRS_RMAK_:/debian-live-11.11.0-amd64-gnome_preseed.iso                               -                                               -               -                                           :_DIRS_LOAD_:/debian-live-11-gnome/live/initrd.img-5.10.0-32-amd64                      :_DIRS_LOAD_:/debian-live-11-gnome/live/vmlinuz-5.10.0-32-amd64                         :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        o           debian-live-12-gnome                    Debian%2012%20Live%20gnome              debian-12.0             debian-12.0             2023-06-10      2026-06-10      https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.[0-9.]*-amd64-gnome.iso                        -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-12.12.0-amd64-gnome.iso                          -                                               -               -                                           :_DIRS_RMAK_:/debian-live-12.12.0-amd64-gnome_preseed.iso                               -                                               -               -                                           :_DIRS_LOAD_:/debian-live-12-gnome/live/initrd.img-6.1.0-39-amd64                       :_DIRS_LOAD_:/debian-live-12-gnome/live/vmlinuz-6.1.0-39-amd64                          :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        o           debian-live-13-gnome                    Debian%2013%20Live%20gnome              debian-13.0             debian-13.0             2025-08-09      2028-08-09      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.[0-9.]*-amd64-gnome.iso                                 -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-13.2.0-amd64-gnome.iso                           -                                               -               -                                           :_DIRS_RMAK_:/debian-live-13.1.0-amd64-gnome_preseed.iso                                -                                               -               -                                           :_DIRS_LOAD_:/debian-live-13-gnome/live/initrd.img-6.12.43+deb13-amd64                  :_DIRS_LOAD_:/debian-live-13-gnome/live/vmlinuz-6.12.43+deb13-amd64                     :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        o           debian-live-testing-gnome               Debian%20testing%20Live%20gnome         debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-gnome.iso                                      -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-gnome.iso                          -                                               -               -                                           :_DIRS_RMAK_:/debian-live-testing-amd64-gnome_preseed.iso                               -                                               -               -                                           :_DIRS_LOAD_:/debian-live-testing-gnome/live/initrd.img-6.16.12+deb14+1-amd64           :_DIRS_LOAD_:/debian-live-testing-gnome/live/vmlinuz-6.16.12+deb14+1-amd64              :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        L           debian-live-11-lxde                     Debian%2011%20Live%20lxde               debian-11.0             debian-11.0             2021-08-14      2024-08-15      https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live-11.[0-9.]*-amd64-lxde.iso                      -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-11.11.0-amd64-lxde.iso                           -                                               -               -                                           :_DIRS_RMAK_:/debian-live-11.11.0-amd64-lxde_preseed.iso                                -                                               -               -                                           :_DIRS_LOAD_:/debian-live-11-lxde/live/initrd.img-5.10.0-32-amd64                       :_DIRS_LOAD_:/debian-live-11-lxde/live/vmlinuz-5.10.0-32-amd64                          :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        =           debian-live-12-lxde                     Debian%2012%20Live%20lxde               debian-12.0             debian-12.0             2023-06-10      2026-06-10      https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.[0-9.]*-amd64-lxde.iso                         -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-12.12.0-amd64-lxde.iso                           -                                               -               -                                           :_DIRS_RMAK_:/debian-live-12.12.0-amd64-lxde_preseed.iso                                -                                               -               -                                           :_DIRS_LOAD_:/debian-live-12-lxde/live/initrd.img-6.1.0-39-amd64                        :_DIRS_LOAD_:/debian-live-12-lxde/live/vmlinuz-6.1.0-39-amd64                           :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        =           debian-live-13-lxde                     Debian%2013%20Live%20lxde               debian-13.0             debian-13.0             2025-08-09      2028-08-09      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.[0-9.]*-amd64-lxde.iso                                  -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-13.2.0-amd64-lxde.iso                            -                                               -               -                                           :_DIRS_RMAK_:/debian-live-13.1.0-amd64-lxde_preseed.iso                                 -                                               -               -                                           :_DIRS_LOAD_:/debian-live-13-lxde/live/initrd.img-6.12.43+deb13-amd64                   :_DIRS_LOAD_:/debian-live-13-lxde/live/vmlinuz-6.12.43+deb13-amd64                      :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        =           debian-live-testing-lxde                Debian%20testing%20Live%20lxde          debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-lxde.iso                                       -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-lxde.iso                           -                                               -               -                                           :_DIRS_RMAK_:/debian-live-testing-amd64-lxde_preseed.iso                                -                                               -               -                                           :_DIRS_LOAD_:/debian-live-testing-lxde/live/initrd.img-6.16.12+deb14+1-amd64            :_DIRS_LOAD_:/debian-live-testing-lxde/live/vmlinuz-6.16.12+deb14+1-amd64               :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        L           ubuntu-desktop-20.04                    Ubuntu%2020.04%20Desktop                ubuntu-20.04            ubuntu-20.04            2020-04-23      2025-05-29      https://releases.ubuntu.com/20.04/ubuntu-20.04[0-9.]*-desktop-amd64.iso                                                                         -                                                                                                                                               -                                               -               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-20.04.6-desktop-amd64.iso                             -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-20.04.6-desktop-amd64_preseed.iso                                  -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-20.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-20.04/casper/vmlinuz                                       :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
